order_item_id,order_id,product_id,quantity,unit_price
2228,729,27,3,80.16
2229,729,35,3,25.14
2230,729,8,2,280.21
2231,729,34,3,101.12
2232,729,4,1,185.43
2233,730,21,3,62.91
2234,730,8,2,280.21
2235,730,16,2,121.53
2236,730,29,1,243.6
2237,731,15,1,289.05
2238,731,37,2,46.75
2239,731,9,3,300.78
2240,731,35,2,25.14
2241,732,37,3,46.75
2242,732,32,1,388.54
2243,733,36,1,26.14
2244,733,31,2,283.5
2245,733,7,1,794.39
2246,734,36,2,26.14
2247,734,16,2,121.53
2248,734,19,3,111.65
2249,734,8,1,280.21
2250,735,28,3,328.32
2251,735,19,3,121.07
2252,735,31,3,307.33
2253,735,9,3,343.34
2254,736,12,1,272.12
2255,736,33,2,56.45
2256,736,38,3,81.59
2257,736,18,3,121.31
2258,737,21,3,62.91
2259,737,12,3,272.12
2260,737,10,3,81.47
2261,737,3,3,645.41
2262,738,32,1,388.54
2263,738,29,2,243.6
2264,738,15,1,289.05
2265,739,33,3,56.45
2266,739,11,1,372.32
2267,739,2,1,896.03
2268,739,39,2,30.05
2269,739,3,3,645.41
2270,740,8,2,280.21
2271,740,29,1,243.6
2272,740,28,3,328.32
2273,741,5,1,859.64
2274,741,21,2,62.91
2275,742,3,3,645.41
2276,742,28,2,328.32
2277,742,7,3,848.08
2278,743,16,1,121.53
2279,744,31,1,327.1
2280,744,10,2,74.42
2281,744,32,1,388.54
2282,745,5,1,859.64
2283,745,32,1,388.54
2284,745,36,2,26.14
2285,745,40,3,31.96
2286,746,20,2,61.8
2287,746,15,2,289.05
2288,747,7,2,848.08
2289,747,15,2,289.05
2290,747,8,3,280.21
2291,748,23,3,10.43
2292,749,39,2,30.05
2293,749,27,1,80.16
2294,749,16,2,112.68
2295,749,2,2,896.03
2296,750,17,3,42.95
2297,750,4,3,185.43
2298,750,18,2,121.31
2299,750,32,1,388.54
2300,751,40,3,31.96
2301,752,25,1,27.45
2302,753,5,2,859.64
2303,753,42,1,50.21
2304,753,4,2,185.43
2305,753,34,1,101.12
2306,753,14,1,358.16
2307,754,1,1,1154.6
2308,754,3,3,574.28
2309,755,15,3,289.05
2310,756,42,1,45.21
2311,756,26,3,38.46
2312,756,9,2,317.34
2313,756,18,3,121.31
2314,757,13,2,226.75
2315,757,39,1,30.05
2316,757,20,2,61.8
2317,757,21,2,62.91
2318,758,15,2,289.05
2319,759,16,2,121.53
2320,759,25,3,23.95
2321,759,2,1,896.03
2322,759,32,1,388.54
2323,759,26,2,38.46
2324,760,7,3,848.08
2325,761,10,2,81.47
2326,762,4,2,185.43
2327,762,32,3,388.54
2328,763,27,2,80.16
2329,763,1,2,1154.6
2330,763,18,1,121.31
2331,763,14,3,358.16
2332,763,36,3,26.14
2333,764,25,1,27.45
2334,765,29,1,243.6
2335,765,8,2,280.21
2336,766,27,2,80.16
2337,766,26,3,38.46
2338,766,1,3,1154.6
2339,766,19,2,121.07
2340,766,8,2,280.21
2341,767,40,3,31.96
2342,767,24,2,44.99
2343,768,11,3,398.95
2344,768,34,1,101.12
2345,769,20,3,61.8
2346,770,4,3,185.43
2347,771,23,1,10.43
2348,771,41,2,59.15
2349,772,40,3,31.96
2350,772,26,3,38.46
2351,772,17,3,42.95
2352,773,7,2,848.08
2353,773,9,3,343.34
2354,773,34,3,101.12
2355,773,38,3,81.59
2356,773,42,1,50.21
2357,774,10,1,81.47
2358,774,11,1,371.31
2359,774,31,2,327.1
2360,774,1,2,1154.6
2361,774,21,1,62.91
2362,775,34,3,101.12
2363,775,21,1,62.91
2364,775,6,2,1195.82
2365,776,8,3,280.21
2366,776,36,1,26.14
2367,776,28,2,328.32
2368,777,13,1,226.75
2369,777,25,3,27.45
2370,777,24,3,44.99
2371,777,12,1,272.12
2372,777,1,2,1154.6
2373,778,42,1,50.21
2374,778,31,3,327.1
2375,778,26,3,34.89
2376,779,41,3,59.15
2377,779,30,3,185.37
2378,779,32,1,388.54
2379,779,12,3,272.12
2380,779,31,1,327.1
2381,780,8,3,240.91
2382,780,4,3,185.43
2383,780,29,1,243.6
2384,780,41,3,55.23
2385,781,38,3,74.77
2386,781,24,2,44.99
2387,782,10,1,81.47
2388,782,18,1,121.31
2389,782,6,2,1195.82
2390,782,12,3,272.12
2391,782,29,1,243.6
2392,783,6,3,1054.41
2393,783,37,3,46.75
2394,783,30,1,185.37
2395,783,8,1,280.21
2396,783,12,2,251.01
2397,784,9,1,343.34
2398,784,20,2,61.8
2399,785,18,1,121.31
2400,785,13,2,226.75
2401,786,23,2,10.43
2402,786,42,3,50.21
2403,786,34,1,101.12
2404,787,28,3,328.32
2405,787,23,2,10.43
2406,788,6,2,1195.82
2407,788,33,2,48.63
2408,788,14,3,358.16
2409,789,37,1,46.75
2410,789,25,1,27.45
2411,789,38,1,81.59
2412,790,12,2,272.12
2413,791,40,3,31.96
2414,791,30,2,185.37
2415,791,38,1,81.59
2416,791,37,2,46.75
2417,792,33,2,56.45
2418,792,7,2,848.08
2419,793,20,3,61.8
2420,793,39,1,30.05
2421,794,4,1,185.43
2422,794,6,2,1195.82
2423,794,20,2,53.44
2424,795,14,1,358.16
2425,795,28,1,328.32
2426,796,23,2,10.43
2427,796,7,2,848.08
2428,797,7,1,848.08
2429,797,25,1,27.45
2430,798,39,2,30.05
2431,798,26,3,38.46
2432,798,35,1,25.14
2433,798,5,3,859.64
2434,799,40,3,31.96
2435,800,3,2,645.41
2436,800,14,2,358.16
2437,801,31,1,327.1
2438,801,3,3,645.41
2439,801,17,1,42.95
2440,801,27,1,80.16
2441,802,11,2,359.33
2442,803,28,3,328.32
2443,803,4,3,185.43
2444,803,20,2,61.8
2445,803,17,2,42.95
2446,804,28,2,328.32
2447,804,35,1,25.14
2448,805,13,3,226.75
2449,805,33,2,49.57
2450,805,40,1,31.96
2451,806,17,3,42.95
2452,806,28,1,328.32
2453,806,22,1,12.8
2454,807,39,1,30.05
2455,808,6,1,1033.74
2456,808,35,2,25.14
2457,809,16,1,121.53
2458,809,34,1,95.83
2459,809,37,3,46.75
2460,809,30,1,185.37
2461,809,3,3,608.46
2462,810,17,3,42.95
2463,810,42,2,50.21
2464,811,40,1,31.96
2465,811,33,1,56.45
2466,811,35,2,25.14
2467,812,18,3,107.95
2468,812,33,1,56.45
2469,813,9,3,343.34
2470,813,18,1,121.31
2471,813,30,3,185.37
2472,813,39,1,30.05
2473,814,27,2,80.16
2474,814,41,3,52.29
2475,814,39,2,30.05
2476,814,22,1,12.8
2477,814,35,3,25.14
2478,815,26,1,38.46
2479,815,3,3,645.41
2480,815,37,1,46.75
2481,816,29,1,243.6
2482,816,30,1,185.37
2483,816,2,3,896.03
2484,817,32,2,388.54
2485,817,16,1,105.95
2486,817,25,1,27.45
2487,817,35,1,25.14
2488,817,9,3,343.34
2489,818,39,3,28.2
2490,818,18,3,121.31
2491,818,21,2,62.91
2492,818,24,3,44.99
2493,819,29,2,243.6
2494,819,11,3,398.95
2495,819,12,2,272.12
2496,820,27,3,80.16
2497,820,13,3,226.75
2498,820,41,1,59.15
2499,820,2,3,896.03
2500,821,41,3,59.15
2501,821,31,3,327.1
2502,821,6,3,1195.82
2503,821,24,1,44.99
2504,821,2,3,896.03
2505,822,21,2,53.67
2506,822,9,3,343.34
2507,823,12,3,272.12
2508,823,30,3,185.37
2509,824,5,3,859.64
2510,824,1,2,1029.57
2511,824,3,2,645.41
2512,824,27,3,74.36
2513,825,31,3,327.1
2514,825,4,2,185.43
2515,825,19,3,121.07
2516,825,26,2,38.46
2517,826,8,1,280.21
2518,826,11,2,398.95
2519,826,24,1,44.99
2520,826,27,3,75.34
2521,826,22,2,12.8
2522,827,22,2,12.8
2523,827,29,1,214.09
2524,827,17,1,42.95
2525,827,37,3,46.75
2526,828,41,1,59.15
2527,828,20,3,56.28
2528,828,31,2,327.1
2529,828,29,1,212.22
2530,828,19,2,103.06
2531,829,26,3,38.46
2532,829,31,3,327.1
2533,829,40,2,31.96
2534,829,11,2,398.95
2535,829,23,3,10.43
2536,830,22,1,12.8
2537,831,42,1,50.21
2538,832,34,1,101.12
2539,833,22,3,11.59
2540,834,4,2,185.43
2541,835,42,1,50.21
2542,835,16,2,121.53
2543,836,5,3,859.64
2544,836,9,1,343.34
2545,837,35,1,25.14
2546,838,6,3,1195.82
2547,838,31,3,327.1
2548,838,13,3,202.48
2549,838,7,1,848.08
2550,839,30,2,185.37
2551,839,1,1,1154.6
2552,839,17,2,42.95
2553,839,27,3,80.16
2554,839,39,3,30.05
2555,840,8,2,280.21
2556,840,12,3,272.12
2557,840,32,1,388.54
2558,840,1,2,1154.6
2559,841,12,2,272.12
2560,841,13,2,226.75
2561,841,7,2,746.32
2562,841,15,3,289.05
2563,841,14,3,358.16
2564,842,11,3,398.95
2565,842,40,3,31.96
2566,843,15,2,289.05
2567,843,17,2,42.95
2568,843,31,2,327.1
2569,844,27,2,80.16
2570,844,1,1,1154.6
2571,844,26,2,35.4
2572,844,4,1,185.43
2573,845,28,3,328.32
2574,845,25,1,27.45
2575,845,21,3,62.91
2576,846,21,3,62.91
2577,846,31,1,327.1
2578,847,16,2,103.98
2579,847,18,2,121.31
2580,847,39,2,30.05
2581,847,38,2,70.45
2582,848,10,1,81.47
2583,848,38,2,81.59
2584,848,20,3,61.8
2585,848,37,3,46.75
2586,849,5,2,859.64
2587,849,21,2,62.91
2588,850,24,2,44.99
2589,850,22,1,11.7
2590,850,13,2,226.75
2591,850,17,2,42.95
2592,851,24,3,44.99
2593,851,2,2,896.03
2594,851,37,2,46.75
2595,851,28,2,328.32
2596,851,3,3,554.55
2597,852,6,1,1195.82
2598,852,37,3,46.75
2599,852,30,2,185.37
2600,852,40,3,31.96
2601,852,42,2,45.93
2602,853,2,1,896.03
2603,853,26,2,33.56
2604,853,37,2,46.75
2605,853,19,1,121.07
2606,854,37,3,46.75
2607,854,23,1,10.43
2608,855,35,3,25.14
2609,856,21,2,62.91
2610,857,18,1,114.02
2611,857,15,2,273.09
2612,857,14,1,358.16
2613,857,23,3,10.43
2614,858,13,1,196.71
2615,858,14,3,358.16
2616,858,25,1,27.45
2617,858,38,1,73.34
2618,859,13,2,226.75
2619,859,14,3,320.8
2620,859,6,1,1195.82
2621,859,33,2,56.45
2622,860,5,2,859.64
2623,860,28,3,300.2
2624,860,42,2,50.21
2625,861,3,1,645.41
2626,861,10,1,81.47
2627,861,16,1,121.53
2628,862,19,3,121.07
2629,862,24,1,44.99
2630,863,24,1,39.16
2631,863,8,2,280.21
2632,864,22,1,12.8
2633,865,3,3,645.41
2634,865,35,1,22.25
2635,865,25,1,26.05
2636,865,39,1,30.05
2637,866,29,2,243.6
2638,866,9,2,314.37
2639,866,39,2,30.05
2640,866,41,3,59.15
2641,866,1,2,1154.6
2642,867,33,1,56.45
2643,867,9,1,343.34
2644,868,16,1,121.53
2645,869,38,1,81.59
2646,869,34,2,101.12
2647,869,37,3,46.75
2648,869,18,1,121.31
2649,870,12,1,272.12
2650,870,1,1,1154.6
2651,871,13,2,226.75
2652,871,41,1,59.15
2653,871,37,2,46.75
2654,872,22,2,12.8
2655,872,12,3,272.12
2656,872,17,3,42.95
2657,872,32,2,388.54
2658,872,36,1,26.14
2659,873,8,3,280.21
2660,874,36,2,26.14
2661,874,6,3,1195.82
2662,874,33,3,56.45
2663,874,12,1,272.12
2664,875,37,3,42.23
2665,875,34,3,101.12
2666,876,41,1,59.15
2667,876,40,3,31.96
2668,877,26,2,38.46
2669,878,21,1,62.91
2670,878,9,3,343.34
2671,878,20,1,61.8
2672,878,1,3,1154.6
2673,879,31,1,327.1
2674,879,11,1,398.95
2675,880,5,1,859.64
2676,880,15,1,289.05
2677,880,18,3,121.31
2678,881,21,1,62.91
2679,881,1,3,1053.98
2680,881,41,2,59.15
2681,882,30,1,185.37
2682,882,10,2,73.05
2683,882,5,3,859.64
2684,882,22,3,12.8
2685,882,18,2,121.31
2686,883,39,2,25.86
2687,883,24,2,44.99
2688,883,16,3,121.53
2689,883,32,2,388.54
2690,883,28,2,328.32
2691,884,7,3,848.08
2692,885,18,3,121.31
2693,885,7,2,848.08
2694,885,32,3,388.54
2695,885,36,3,24.41
2696,886,16,2,121.53
2697,887,3,2,645.41
2698,887,23,3,9.28
2699,887,42,3,50.21
2700,887,29,2,243.6
2701,888,7,1,848.08
2702,888,19,2,121.07
2703,888,27,3,80.16
2704,889,30,1,185.37
2705,889,41,3,59.15
2706,889,17,3,42.95
2707,890,6,3,1195.82
2708,890,22,1,12.8
2709,890,23,2,9.62
2710,890,40,3,31.96
2711,891,13,2,226.75
2712,891,17,2,42.95
2713,891,32,1,388.54
2714,891,23,1,10.43
2715,892,19,3,121.07
2716,892,36,1,24.08
2717,892,35,3,25.14
2718,892,12,2,240.56
2719,892,26,2,38.46
2720,893,40,2,31.96
2721,893,37,2,46.75
2722,893,6,1,1195.82
2723,894,15,1,289.05
2724,894,16,1,106.91
2725,895,27,2,80.16
2726,895,36,3,26.14
2727,895,37,3,46.75
2728,895,13,2,226.75
2729,896,28,2,328.32
2730,896,24,1,44.99
2731,896,16,1,121.53
2732,897,38,3,81.59
2733,897,9,3,343.34
2734,897,7,2,848.08
2735,897,33,3,56.45
2736,897,31,1,327.1
2737,898,32,1,347.68
2738,898,38,3,72.19
2739,898,28,3,301.46
2740,898,5,1,859.64
2741,899,39,2,30.05
2742,900,29,3,243.6
2743,900,20,2,61.8
2744,901,10,1,81.47
2745,901,35,1,25.14
2746,901,38,2,81.59
2747,901,21,1,62.91
2748,902,16,1,121.53
2749,902,39,1,30.05
2750,903,26,3,38.46
2751,904,9,2,343.34
2752,904,22,3,12.8
2753,904,12,2,272.12
2754,904,7,1,848.08
2755,905,22,2,12.8
2756,906,36,1,26.14
2757,907,1,3,1154.6
2758,907,21,1,62.91
2759,907,25,1,27.45
2760,907,20,2,61.8
2761,907,2,1,896.03
2762,908,24,1,44.99
2763,908,37,2,39.92
2764,908,12,3,272.12
2765,908,29,1,243.6
2766,908,33,2,56.45
2767,909,11,1,398.95
2768,909,7,2,848.08
2769,909,32,3,388.54
2770,909,13,2,226.75
2771,909,39,1,30.05
2772,910,32,2,332.54
2773,910,13,2,226.75
2774,911,34,1,101.12
2775,912,34,2,101.12
2776,912,26,2,38.46
2777,912,35,2,25.14
2778,912,42,2,50.21
2779,912,13,2,193.28
2780,913,20,3,61.8
2781,913,32,1,388.54
2782,913,19,2,121.07
2783,913,4,3,185.43
2784,914,35,1,22.13
2785,915,33,3,56.45
2786,915,34,1,95.56
2787,915,12,1,272.12
2788,915,24,1,44.99
2789,916,3,2,645.41
2790,917,22,2,12.8
2791,917,12,2,272.12
2792,918,40,2,31.96
2793,918,17,3,42.95
2794,919,27,2,80.16
2795,919,1,1,1154.6
2796,919,25,2,27.45
2797,920,9,1,322.82
2798,920,15,2,261.21
2799,920,5,1,859.64
2800,920,41,2,59.15
2801,921,19,2,121.07
2802,921,37,1,46.75
2803,921,17,3,42.95
2804,921,7,1,805.3
2805,921,8,2,280.21
2806,922,6,1,1195.82
2807,922,5,2,859.64
2808,923,13,1,226.75
2809,923,14,2,358.16
2810,923,21,2,62.91
2811,923,3,2,645.41
2812,923,37,3,41.51
2813,924,22,1,12.8
2814,924,29,1,243.6
2815,925,36,1,22.39
2816,925,21,3,62.91
2817,926,24,1,44.99
2818,926,3,1,645.41
2819,926,10,3,72.41
2820,927,37,3,42.77
2821,928,40,3,31.96
2822,928,25,2,27.45
2823,928,29,2,243.6
2824,929,30,2,185.37
2825,929,35,2,25.14
2826,930,11,2,398.95
2827,930,24,1,40.09
2828,930,2,3,896.03
2829,931,26,2,38.46
2830,931,27,2,80.16
2831,932,9,1,343.34
2832,932,34,3,101.12
2833,932,14,3,358.16
2834,932,16,3,121.53
2835,933,24,2,38.73
2836,933,42,3,50.21
2837,933,20,3,61.8
2838,933,14,1,358.16
2839,934,28,2,328.32
2840,934,12,1,272.12
2841,934,29,3,243.6
2842,934,2,1,896.03
2843,934,14,3,358.16
2844,935,9,2,343.34
2845,935,32,3,388.54
2846,936,6,1,1119.56
2847,937,13,2,226.75
2848,937,10,2,81.47
2849,937,14,2,358.16
2850,938,19,1,121.07
2851,938,20,1,61.8
2852,939,27,3,80.16
2853,939,11,3,398.95
2854,939,36,1,26.14
2855,939,41,3,59.15
2856,939,31,2,279.32
2857,940,38,3,81.59
2858,941,29,2,243.6
2859,941,2,3,896.03
2860,942,12,1,272.12
2861,943,41,2,59.15
2862,943,21,1,62.91
2863,944,27,3,80.16
2864,944,11,3,398.95
2865,944,24,1,44.99
2866,944,17,1,37.53
2867,944,13,2,226.75
2868,945,6,1,1195.82
2869,945,22,3,11.61
2870,945,36,2,26.14
2871,945,3,2,645.41
2872,946,22,2,12.8
2873,946,24,1,44.99
2874,946,33,3,56.45
2875,946,28,1,328.32
2876,947,21,3,62.91
2877,948,16,1,121.53
2878,949,5,1,859.64
2879,950,5,3,859.64
2880,950,10,3,70.24
2881,950,38,3,76.84
2882,950,41,1,59.15
2883,950,30,3,185.37
2884,951,4,2,185.43
2885,951,6,3,1195.82
2886,952,12,2,272.12
2887,952,31,1,309.9
2888,952,19,2,109.47
2889,952,38,1,81.59
2890,952,4,3,185.43
2891,953,11,3,398.95
2892,953,26,2,38.46
2893,954,23,1,10.43
2894,954,16,3,121.53
2895,954,34,1,86.59
2896,955,6,3,1195.82
2897,955,29,2,243.6
2898,955,1,3,1154.6
2899,955,21,1,62.91
2900,956,24,3,44.99
2901,956,32,1,388.54
2902,956,20,1,54.71
2903,956,21,2,62.91
2904,957,30,2,185.37
2905,957,29,1,243.6
2906,957,10,2,81.47
2907,957,25,3,24.34
2908,958,10,1,81.47
2909,958,38,1,81.59
2910,959,26,2,38.46
2911,959,11,2,398.95
2912,959,20,2,61.8
2913,959,36,1,26.14
2914,960,21,3,62.91
2915,961,14,2,358.16
2916,961,27,2,80.16
2917,961,32,3,388.54
2918,961,1,3,996.35
2919,962,24,2,40.25
2920,962,37,2,46.75
2921,963,41,3,59.15
2922,963,31,2,327.1
2923,963,18,1,121.31
2924,964,38,1,81.59
2925,964,40,1,31.96
2926,965,25,1,27.45
2927,966,5,1,859.64
2928,966,29,2,243.6
2929,966,25,2,27.45
2930,967,21,2,62.91
2931,968,32,3,388.54
2932,968,21,3,62.91
2933,968,39,3,30.05
2934,969,34,2,101.12
2935,969,33,2,56.45
2936,970,10,1,74.5
2937,970,19,2,108.54
2938,971,39,2,26.36
2939,971,29,2,243.6
2940,972,21,1,55.53
2941,972,2,2,896.03
2942,973,41,2,59.15
2943,974,42,2,50.21
2944,975,9,2,294.17
2945,976,6,2,1195.82
2946,976,24,2,44.99
2947,977,27,1,80.16
2948,977,42,2,50.21
2949,977,26,2,38.46
2950,977,10,1,81.47
2951,977,36,3,23.9
2952,978,15,1,289.05
2953,978,10,2,81.47
2954,979,32,3,338.03
2955,979,2,1,896.03
2956,979,27,3,80.16
2957,980,33,1,56.45
2958,980,11,1,398.95
2959,980,26,3,38.46
2960,981,13,2,226.75
2961,981,39,2,30.05
2962,982,29,3,243.6
2963,983,8,2,280.21
2964,983,3,3,645.41
2965,984,14,2,358.16
2966,984,38,3,81.59
2967,984,20,3,61.8
2968,985,1,2,1154.6
2969,985,14,3,358.16
2970,985,12,2,272.12
2971,986,31,3,327.1
2972,986,36,1,22.5
2973,986,39,1,30.05
2974,986,19,3,103.05
2975,987,37,2,46.75
2976,987,11,1,398.95
2977,987,7,3,848.08
2978,987,4,1,185.43
2979,988,20,1,61.8
2980,989,31,1,280.85
2981,990,18,3,121.31
2982,990,2,1,822.38
2983,990,37,1,41.76
2984,990,31,2,327.1
2985,990,5,1,859.64
2986,991,19,2,106.2
2987,991,31,1,327.1
2988,991,13,2,226.75
2989,992,36,2,26.14
2990,992,32,3,388.54
2991,992,15,2,289.05
2992,992,4,2,185.43
2993,993,41,1,59.15
2994,993,23,2,10.43
2995,993,27,2,80.16
2996,994,35,1,25.14
2997,994,27,1,80.16
2998,994,24,2,44.99
2999,994,28,2,328.32
3000,995,33,3,56.45
3001,995,41,3,59.15
3002,995,10,1,81.47
3003,996,26,2,38.46
3004,996,6,3,1195.82
3005,997,11,2,398.95
3006,997,15,2,289.05
3007,997,22,2,12.8
3008,997,32,2,388.54
3009,997,8,2,280.21
3010,998,10,1,81.47
3011,998,13,1,226.75
3012,998,1,2,1154.6
3013,998,33,2,56.45
3014,999,2,1,896.03
3015,999,19,3,105.98
3016,1000,1,2,1154.6
3017,1000,39,2,30.05
3018,1000,20,3,61.8
3019,1000,22,3,12.8
3020,1001,21,3,62.91
3021,1001,23,2,10.43
3022,1001,2,1,896.03
3023,1001,17,3,42.95
3024,1002,25,1,27.45
3025,1003,6,2,1195.82
3026,1003,16,1,121.53
3027,1003,41,2,52.11
3028,1003,7,3,848.08
3029,1003,30,1,185.37
3030,1004,33,2,49.01
3031,1005,42,3,50.21
3032,1005,4,1,185.43
3033,1005,17,2,42.95
3034,1005,38,1,81.59
3035,1005,8,2,280.21
3036,1006,31,1,303.41
3037,1006,32,3,388.54
3038,1007,22,2,12.8
3039,1007,38,2,81.59
3040,1008,37,3,46.75
3041,1008,2,3,896.03
3042,1008,29,3,243.6
3043,1008,32,3,348.66
3044,1008,24,2,44.99
3045,1009,23,3,10.43
3046,1009,31,1,283.33
3047,1009,26,3,38.46
3048,1010,36,1,26.14
3049,1010,17,3,42.95
3050,1010,31,2,279.34
3051,1011,1,1,1058.3
3052,1011,24,3,44.99
3053,1011,4,2,185.43
3054,1011,33,1,56.45
3055,1012,31,1,327.1
3056,1012,14,3,358.16
3057,1013,33,1,56.45
3058,1013,10,1,81.47
3059,1014,15,1,289.05
3060,1014,17,1,42.95
3061,1014,27,2,73.52
3062,1015,9,3,343.34
3063,1015,31,3,327.1
3064,1016,39,2,30.05
3065,1016,34,1,101.12
3066,1017,42,2,50.21
3067,1017,3,2,645.41
3068,1018,39,2,30.05
3069,1018,21,3,62.91
3070,1018,20,3,61.8
3071,1018,31,3,327.1
3072,1018,33,3,49.89
3073,1019,40,2,31.96
3074,1019,41,3,59.15
3075,1019,5,2,859.64
3076,1019,17,2,42.95
3077,1019,18,3,121.31
3078,1020,18,3,121.31
3079,1020,17,3,42.95
3080,1020,39,1,30.05
3081,1020,28,3,328.32
3082,1021,21,1,58.02
3083,1021,14,2,358.16
3084,1021,30,1,185.37
3085,1021,38,3,81.59
3086,1021,34,1,101.12
3087,1022,18,2,110.46
3088,1022,37,2,41.5
3089,1022,30,3,185.37
3090,1022,35,1,23.41
3091,1023,38,1,81.59
3092,1023,18,2,121.31
3093,1023,33,2,56.45
3094,1023,37,2,46.75
3095,1023,27,2,69.59
3096,1024,5,2,776.7
3097,1025,14,1,339.42
3098,1025,3,3,645.41
3099,1025,37,2,46.75
3100,1025,4,1,185.43
3101,1026,16,3,121.53
3102,1026,10,1,81.47
3103,1026,2,2,896.03
3104,1027,40,1,31.96
3105,1027,18,1,121.31
3106,1027,32,3,388.54
3107,1027,8,1,280.21
3108,1027,7,2,741.12
3109,1028,29,1,243.6
3110,1028,14,2,358.16
3111,1028,15,3,289.05
3112,1028,7,3,848.08
3113,1029,28,1,328.32
3114,1029,34,3,101.12
3115,1029,22,2,12.8
3116,1029,21,2,53.96
3117,1030,14,2,358.16
3118,1030,21,2,62.91
3119,1030,23,2,10.43
3120,1030,26,2,38.46
3121,1031,29,3,243.6
3122,1032,32,2,388.54
3123,1033,18,2,121.31
3124,1033,24,1,44.99
3125,1034,3,2,563.35
3126,1034,25,3,27.45
3127,1035,6,2,1033.38
3128,1035,34,2,101.12
3129,1035,17,1,42.95
3130,1036,40,1,31.96
3131,1037,19,2,121.07
3132,1037,36,1,26.14
3133,1038,5,1,859.64
3134,1039,36,3,26.14
3135,1039,24,1,44.99
3136,1039,12,2,272.12
3137,1039,10,2,81.47
3138,1040,9,1,343.34
3139,1040,11,1,398.95
3140,1040,4,2,185.43
3141,1040,31,2,327.1
3142,1041,11,3,398.95
3143,1041,41,1,59.15
3144,1042,26,2,38.46
3145,1042,36,3,26.14
3146,1042,35,3,25.14
3147,1042,34,3,101.12
3148,1043,32,3,388.54
3149,1043,9,2,322.88
3150,1043,3,2,645.41
3151,1043,14,2,321.89
3152,1043,5,1,859.64
3153,1044,9,1,299.64
3154,1044,42,2,50.21
3155,1044,20,2,61.8
3156,1044,26,2,38.46
3157,1044,16,1,121.53
3158,1045,41,2,59.15
3159,1045,7,2,848.08
3160,1046,39,2,30.05
3161,1047,5,2,859.64
3162,1047,23,1,8.97
3163,1047,22,3,12.8
3164,1047,13,2,204.29
3165,1048,22,3,12.8
3166,1048,40,2,28.82
3167,1048,30,1,185.37
3168,1048,23,2,10.43
3169,1049,33,3,56.45
3170,1049,5,3,859.64
3171,1049,10,2,75.46
3172,1049,25,1,24.39
3173,1049,22,2,12.8
3174,1050,27,1,80.16
3175,1050,37,1,46.75
3176,1051,5,1,859.64
3177,1052,30,3,185.37
3178,1052,11,1,398.95
3179,1053,31,3,327.1
3180,1053,17,3,42.95
3181,1053,37,3,46.75
3182,1054,34,1,101.12
3183,1054,18,2,121.31
3184,1054,39,3,30.05
3185,1054,16,3,121.53
3186,1054,15,1,289.05
3187,1055,36,1,26.14
3188,1055,15,1,289.05
3189,1056,24,2,38.97
3190,1056,27,2,80.16
3191,1056,26,3,33.9
3192,1056,37,1,46.75
3193,1056,22,2,12.8
3194,1057,8,2,280.21
3195,1057,20,2,61.8
3196,1057,16,2,121.53
3197,1058,40,2,31.96
3198,1058,11,2,398.95
3199,1059,10,3,81.47
3200,1060,4,2,185.43
3201,1060,1,1,1154.6
3202,1061,37,1,46.75
3203,1061,6,2,1135.59
3204,1061,3,1,645.41
3205,1062,26,1,38.46
3206,1062,32,2,388.54
3207,1063,5,3,859.64
3208,1063,30,1,185.37
3209,1064,19,2,121.07
3210,1064,3,3,645.41
3211,1065,20,1,61.8
3212,1065,19,2,121.07
3213,1065,42,1,50.21
3214,1065,26,1,38.46
3215,1065,27,1,72.85
3216,1066,10,2,81.47
3217,1066,5,3,859.64
3218,1067,42,3,50.21
3219,1068,31,1,327.1
3220,1068,42,2,50.21
3221,1069,25,2,27.45
3222,1069,12,2,272.12
3223,1069,32,2,388.54
3224,1070,21,1,62.91
3225,1070,37,2,43.83
3226,1070,12,2,255.36
3227,1070,1,1,1154.6
3228,1071,27,1,80.16
3229,1071,3,3,645.41
3230,1072,33,2,56.45
3231,1072,13,3,226.75
3232,1072,14,2,358.16
3233,1072,10,3,81.47
3234,1073,30,3,185.37
3235,1074,19,2,110.04
3236,1075,30,2,185.37
3237,1075,39,1,30.05
3238,1075,37,2,46.75
3239,1075,15,1,289.05
3240,1076,1,1,1154.6
3241,1076,34,2,101.12
3242,1076,15,1,289.05
3243,1077,27,3,80.16
3244,1077,2,2,896.03
3245,1077,33,1,56.45
3246,1077,41,3,59.15
3247,1077,20,1,61.8
3248,1078,42,2,50.21
3249,1078,13,2,195.68
3250,1078,1,3,1154.6
3251,1078,28,1,328.32
3252,1078,6,3,1195.82
3253,1079,24,2,44.99
3254,1079,7,3,848.08
3255,1080,1,1,1070.35
3256,1081,29,2,225.72
3257,1082,40,1,31.96
3258,1082,18,2,121.31
3259,1082,6,3,1195.82
3260,1082,23,3,9.82
3261,1083,11,1,398.95
3262,1084,41,2,59.15
3263,1084,23,2,9.4
3264,1084,2,2,896.03
3265,1084,22,1,12.8
3266,1085,15,3,289.05
3267,1086,21,1,54.66
3268,1086,42,3,50.21
3269,1086,24,3,44.99
3270,1086,13,3,226.75
3271,1087,6,3,1195.82
3272,1087,9,1,343.34
3273,1087,7,2,848.08
3274,1087,39,3,30.05
3275,1088,16,2,121.53
3276,1088,20,1,54.39
3277,1088,35,1,25.14
3278,1089,27,2,70.61
